Date,Close,High,Low,Open,Volume,ESG_Score,Title_Sentiment
2019-01-02,27.54906463623047,27.569280837019715,27.124506424564036,27.205373798448488,2565000,64.25,0.0
2019-01-03,27.245800018310547,27.474926312984824,27.151454350631724,27.313189046444954,1479400,74.8,0.0
2019-01-04,28.0410099029541,28.20274463921784,27.805143104039164,27.85231852040398,3060900,64.27,-0.296
2019-01-07,27.66362953186035,27.80514809417099,27.53558929511184,27.656891654443164,2212300,69.61,-0.7531
2019-01-08,27.737756729125977,28.01405595334016,27.59623817859061,27.973620980018257,2888300,73.02,0.0
2019-01-09,27.92644500732422,28.014052821028958,27.717537428671612,27.939923330257812,2733700,79.72,0.5106
2019-01-10,27.987098693847656,28.074706515436624,27.697321151515087,27.71753992309868,1690600,69.68,0.0
2019-01-11,27.9129695892334,28.074706910540947,27.77145103979399,27.82536433713901,2055900,51.64,0.0
2019-01-14,27.61644744873047,27.845573765260227,27.555796289333564,27.56927461039142,2763000,60.24,0.3612
2019-01-15,27.778194427490234,27.805148508288166,27.50189517617108,27.59624088578331,1962600,75.6,0.296
2019-01-16,27.99384117126465,28.16231637922258,27.89949546612463,27.91971166844673,1480500,43.4,0.4939
2019-01-17,27.96014976501465,27.99384429622203,27.724282905107092,27.731023353785336,1632500,46.12,0.1779
2019-01-18,28.249910354614258,28.371212661559156,28.1690430068932,28.330780273061947,1600300,76.72,0.7717
2019-01-22,27.886014938354492,28.014055160826988,27.79840711733254,27.906231139079765,2288100,55.71,-0.4847
2019-01-23,28.06122589111328,28.13535538247929,27.926445231423017,28.10166086023854,1219900,57.4,0.0
2019-01-24,27.906225204467773,27.94666016804677,27.74448792087869,27.74448792087869,1410300,42.29,-0.1779
2019-01-25,28.209484100341797,28.337524309636695,28.14209248698091,28.21622197631429,1606200,74.45,0.0
2019-01-28,28.04774284362793,28.094915680964505,27.926440527411934,27.987091685519932,1331300,40.81,0.0
2019-01-29,28.357744216918945,28.539695153476497,28.3307875704929,28.43861158546978,1605200,68.08,-0.6486
2019-01-30,28.627304077148438,28.76208474376866,28.519480057997736,28.687955248591166,1879800,58.19,-0.34
2019-01-31,28.391437530517578,28.398175406473506,28.155570740425205,28.23644067625943,1925700,40.72,0.0
2019-02-01,28.108396530151367,28.27013382323028,27.987094203023947,28.020791293347056,1496700,55.59,0.0
2019-02-04,28.283611297607422,28.297089619187332,28.115136133949004,28.148830652535292,1492500,57.83,0.0
2019-02-05,28.532957077026367,28.553173276340402,28.36448189413668,28.418392615883196,901900,40.86,0.0
2019-02-06,28.371213912963867,28.55316738140687,28.337519397487775,28.452083834978588,1242000,46.55,0.7003
2019-02-07,28.182527542114258,28.37121891865363,28.041009009709725,28.303829875811626,1048200,44.46,0.0516
2019-02-08,28.135351181030273,28.135351181030273,27.939919382199562,28.03426505867594,974000,75.86,0.0
2019-02-11,28.088186264038086,28.24992102054414,28.06797006215673,28.175794090069967,1515900,46.68,0.0
2019-02-12,28.371213912963867,28.411648873971227,28.283608686871375,28.32404107715199,1085800,40.51,0.0
2019-02-13,28.526220321655273,28.76208455867727,28.506001550819544,28.674476740328792,1592400,56.31,-0.0422
2019-02-14,28.55317497253418,28.660998993159744,28.391440226959546,28.465569723151017,2038700,79.82,0.296
2019-02-15,28.842947006225586,28.92381436358196,28.741863452211852,28.836209130915446,1562100,52.31,0.6486
2019-02-19,27.980363845825195,28.000580048869583,27.58276223800983,27.737759126381548,6951900,50.13,0.25
2019-02-20,28.391437530517578,28.452088697029655,28.14883286446928,28.196005708342316,3107900,66.48,0.0
2019-02-21,28.204833984375,28.308501232587425,28.10116409972789,28.30159113728047,2306100,65.41,-0.0516
2019-02-22,28.135717391967773,28.177185869492003,28.05969316805724,28.142630123105704,1601300,51.27,0.4939
2019-02-25,28.05278205871582,28.170272119466645,28.011313582691457,28.101160629193732,1952800,74.9,0.0
2019-02-26,28.170278549194336,28.23247995921087,28.00440988010689,28.01823270860334,1667600,73.02,0.296
2019-02-27,28.425992965698242,28.46745880898185,28.294677431474575,28.32232308462004,1823800,48.05,-0.1531
2019-02-28,28.218666076660156,28.439826109183343,28.184107679474526,28.246309103398893,2357400,68.25,0.0
2019-03-01,28.066606521606445,28.30158929325255,27.983672201153265,28.177186494355524,2006400,58.95,0.0
2019-03-04,28.1149845123291,28.19100873635025,27.997491810723393,28.128807338190626,2050100,79.15,-0.3182
2019-03-05,28.336151123046875,28.419085461302753,28.20483820110548,28.253216784791,1677900,64.59,0.0
2019-03-06,28.315414428710938,28.43290450589883,28.28085604230534,28.39143866050768,1071500,53.08,0.836
2019-03-07,28.246299743652344,28.315413878686268,28.12189693702595,28.294678319958752,2177500,75.71,-0.4215
2019-03-08,28.246299743652344,28.273945397665912,28.09425391944706,28.09425391944706,1630600,46.25,0.2732
2019-03-11,28.34305763244629,28.384526114543743,28.280856227517475,28.294679054883293,1770800,57.91,0.2263
2019-03-12,28.384525299072266,28.425993779978356,28.322323895930467,28.336146722899162,1232700,57.35,-0.1531
2019-03-13,28.419082641601562,28.453638392743347,28.27394690494517,28.32232548383063,1975700,52.36,-0.4767
2019-03-14,28.432907104492188,28.52966426782752,28.349972769695473,28.432907104492188,2359300,61.62,0.0516
2019-03-15,28.619510650634766,28.66097913525883,28.425996328592273,28.425996328592273,2898200,68.13,-0.2263
2019-03-18,28.70244026184082,28.7300859137091,28.550394449434226,28.626416037420288,2314800,72.31,0.0
2019-03-19,28.59877586364746,28.757734423032964,28.550397286288163,28.674800095621993,2119500,47.61,0.0
2019-03-20,28.481285095214844,28.654066493710104,28.467462266963032,28.564222064725705,1949500,67.23,-0.0516
2019-03-21,28.384525299072266,28.522750932324563,28.32923662763215,28.47437235615146,3258600,77.11,0.2732
2019-03-22,27.935293197631836,28.142632969791393,27.88000452510808,28.101164488072538,2574300,61.39,0.0
2019-03-25,27.94220542907715,28.101163984834034,27.886914121108838,28.03205248630832,2316200,52.35,0.0
2019-03-26,28.04587173461914,28.087337573869622,27.928379038396002,28.03204890939087,1508300,65.93,-0.296
2019-03-27,28.094253540039062,28.142632115692127,27.859270756966467,28.05278505957873,2269800,73.69,0.0
2019-03-28,27.99749183654785,28.004404567702217,27.83853329364541,27.90764742301677,2618900,51.02,0.0
2019-03-29,28.04587173461914,28.135716143951402,27.93528913279297,28.114983224326163,1968100,47.32,0.0
2019-04-01,28.86139488220215,28.916686178422772,28.584946310401378,28.605679228267057,3113300,64.96,0.0
2019-04-02,29.130943298339844,29.23461055008669,29.075651988260375,29.13785339388239,2877400,50.5,0.0
2019-04-03,29.40738868713379,29.524881389841216,29.37283294037319,29.448857165107203,2406100,48.29,-0.6597
2019-04-04,29.23461151123047,29.33136867061584,29.151677179819412,29.151677179819412,1447100,68.31,0.0
2019-04-05,29.359010696411133,29.483413496363113,29.317542217615628,29.44194501756761,1407400,63.86,0.0
2019-04-08,29.414304733276367,29.428127560825306,29.255346171115722,29.338280499974584,1140100,74.66,-0.3612
2019-04-09,29.462677001953125,29.573256962228815,29.41429843410965,29.55943413764008,1624800,45.21,-0.6249
